Unnamed: 0,Y_soft,Y_hard
8086,[0.00363661 0.00838758 0.98797578],[0. 0. 1.]
8087,[0.92043531 0.06742578 0.01213896],[1. 0. 0.]
8088,[0.10307513 0.63846844 0.25845644],[0. 1. 0.]
8089,[0.01069988 0.96196944 0.02733071],[0. 1. 0.]
8090,[0.58601671 0.38978836 0.02419493],[1. 0. 0.]
8091,[0.01555309 0.87158281 0.11286409],[0. 1. 0.]
8092,[0.00149633 0.0137571  0.98474658],[0. 0. 1.]
8093,[0.25330031 0.58831757 0.15838209],[0. 0. 1.]
8094,[0.88987219 0.10039915 0.00972868],[1. 0. 0.]
8095,[0.00291624 0.04222688 0.95485693],[0. 0. 1.]
8096,[0.00347077 0.02929777 0.96723145],[0. 0. 1.]
8097,[0.93458045 0.05787197 0.00754758],[1. 0. 0.]
8098,[0.02102076 0.16193765 0.81704152],[0. 1. 0.]
8099,[0.85315436 0.12911251 0.01773309],[0. 1. 0.]
8100,[0.00856022 0.13720311 0.8542366 ],[0. 1. 0.]
8101,[0.030194   0.45390669 0.5158993 ],[0. 1. 0.]
8102,[0.00206362 0.01284482 0.98509151],[0. 0. 1.]
8103,[0.01865639 0.76441514 0.21692848],[0. 1. 0.]
8104,[0.81830096 0.16298613 0.01871283],[1. 0. 0.]
8105,[0.38324049 0.54445207 0.0723074 ],[0. 1. 0.]
8106,[0.00267576 0.01096371 0.98636055],[0. 0. 1.]
8107,[0.64382559 0.25599158 0.10018274],[1. 0. 0.]
8108,[0.00251103 0.00875415 0.98873478],[0. 0. 1.]
8109,[0.89165652 0.0982001  0.01014338],[1. 0. 0.]
8110,[0.58480573 0.38077301 0.03442128],[1. 0. 0.]
8111,[0.0037915  0.04447114 0.95173734],[0. 0. 1.]
8112,[0.93095767 0.06352036 0.00552194],[1. 0. 0.]
8113,[0.91139793 0.08089546 0.00770651],[1. 0. 0.]
8114,[0.00291075 0.04643754 0.95065176],[0. 0. 1.]
8115,[0.00398724 0.03260325 0.96340954],[0. 0. 1.]
8116,[0.68918055 0.25401947 0.05679993],[1. 0. 0.]
8117,[0.16391461 0.7230019  0.11308347],[0. 1. 0.]
8118,[0.0898623  0.49185923 0.41827846],[1. 0. 0.]
8119,[0.67505717 0.27942041 0.04552242],[1. 0. 0.]
8120,[0.00324211 0.00635794 0.9903999 ],[0. 0. 1.]
8121,[0.09768081 0.12934247 0.77297676],[0. 0. 1.]
8122,[0.06970549 0.75603497 0.17425957],[1. 0. 0.]
8123,[0.00376052 0.04874402 0.9474954 ],[0. 0. 1.]
8124,[0.00250887 0.17102125 0.82646984],[0. 1. 0.]
8125,[0.79914647 0.1731087  0.02774477],[0. 0. 1.]
8126,[0.00462868 0.03439293 0.96097839],[0. 0. 1.]
8127,[0.21444947 0.73462254 0.05092798],[0. 1. 0.]
8128,[0.94718558 0.0461399  0.00667448],[1. 0. 0.]
8129,[0.04168393 0.91032922 0.04798689],[0. 1. 0.]
8130,[0.00187453 0.0098046  0.98832089],[0. 0. 1.]
8131,[0.56981647 0.35853243 0.07165109],[1. 0. 0.]
8132,[0.00666937 0.22240147 0.77092916],[0. 0. 1.]
8133,[0.00485404 0.05919783 0.93594807],[0. 0. 1.]
8134,[0.73239964 0.25270981 0.01489052],[1. 0. 0.]
8135,[0.94106561 0.0485439  0.01039042],[1. 0. 0.]
8136,[0.9038704  0.08195397 0.01417561],[1. 0. 0.]
8137,[0.21471311 0.72168183 0.06360509],[0. 1. 0.]
8138,[0.00628712 0.03673901 0.95697385],[0. 0. 1.]
8139,[0.47097197 0.18546031 0.34356773],[0. 1. 0.]
8140,[0.48669648 0.48075527 0.03254825],[0. 1. 0.]
8141,[0.93272948 0.06080594 0.00646463],[1. 0. 0.]
8142,[0.29719749 0.49794704 0.20485549],[0. 0. 1.]
8143,[0.00353691 0.02016318 0.97629988],[0. 0. 1.]
8144,[0.0042368  0.00716192 0.98860127],[0. 0. 1.]
8145,[0.03222603 0.62641585 0.34135807],[0. 1. 0.]
8146,[0.91725051 0.07755781 0.00519171],[1. 0. 0.]
8147,[0.07858241 0.32376114 0.59765643],[0. 1. 0.]
8148,[0.91234964 0.07926965 0.00838064],[1. 0. 0.]
8149,[0.0138294  0.04839581 0.93777478],[0. 1. 0.]
8150,[0.45638254 0.49041313 0.05320429],[0. 1. 0.]
8151,[0.57100338 0.34894562 0.08005102],[0. 1. 0.]
8152,[0.00646771 0.54955441 0.44397786],[0. 1. 0.]
8153,[0.02149778 0.34445274 0.63404948],[0. 0. 1.]
8154,[0.56436121 0.42422    0.0114188 ],[0. 1. 0.]
8155,[0.94481766 0.0500858  0.00509655],[1. 0. 0.]
8156,[0.26114306 0.34150323 0.39735371],[0. 0. 1.]
8157,[0.01105686 0.01690104 0.97204214],[0. 0. 1.]
8158,[0.80357838 0.17378432 0.02263723],[1. 0. 0.]
8159,[0.73324364 0.21592784 0.05082851],[0. 1. 0.]
8160,[0.16050728 0.74179024 0.09770258],[0. 0. 1.]
8161,[0.01059804 0.03889564 0.95050633],[0. 0. 1.]
8162,[0.00299359 0.00815563 0.98885077],[0. 0. 1.]
8163,[0.75619757 0.22720218 0.01660025],[0. 1. 0.]
8164,[0.00411972 0.01533999 0.98054022],[0. 0. 1.]
8165,[0.02756989 0.79519188 0.17723824],[0. 1. 0.]
8166,[0.00599557 0.06632451 0.92767996],[0. 0. 1.]
8167,[0.07135942 0.26562026 0.66302037],[0. 1. 0.]
8168,[0.62188965 0.3173914  0.06071893],[1. 0. 0.]
8169,[0.00532332 0.00901999 0.98565674],[0. 0. 1.]
8170,[0.7116695  0.19523232 0.09309818],[0. 1. 0.]
8171,[0.75354671 0.22436303 0.02209025],[1. 0. 0.]
8172,[0.02714894 0.77564156 0.19720952],[0. 1. 0.]
8173,[0.34349713 0.38990819 0.26659462],[1. 0. 0.]
8174,[0.00466611 0.11794639 0.87738752],[0. 0. 1.]
8175,[0.00529739 0.77532697 0.21937567],[0. 1. 0.]
8176,[0.88967955 0.10173334 0.00858707],[1. 0. 0.]
8177,[0.01789636 0.65472245 0.32738125],[0. 1. 0.]
8178,[0.47123066 0.4005304  0.12823896],[1. 0. 0.]
8179,[0.00397622 0.0107155  0.98530823],[0. 0. 1.]
8180,[0.02674915 0.8120805  0.16117035],[0. 1. 0.]
8181,[0.81810594 0.16790614 0.01398798],[0. 1. 0.]
8182,[0.29733762 0.60827774 0.09438461],[0. 1. 0.]
8183,[0.01394468 0.84409273 0.14196259],[0. 1. 0.]
8184,[0.93890464 0.05433146 0.00676387],[1. 0. 0.]
8185,[0.94244999 0.05180231 0.00574771],[1. 0. 0.]
8186,[0.00386971 0.02471644 0.97141379],[0. 0. 1.]
8187,[0.05885961 0.89980435 0.04133599],[0. 1. 0.]
8188,[0.00408416 0.01773635 0.97817945],[0. 0. 1.]
8189,[0.66108382 0.30135354 0.03756265],[0. 1. 0.]
8190,[0.01780593 0.08070504 0.90148902],[0. 0. 1.]
8191,[0.61751616 0.30167544 0.08080843],[1. 0. 0.]
8192,[0.00187673 0.00715441 0.99096888],[0. 0. 1.]
8193,[0.53251135 0.35746363 0.11002503],[1. 0. 0.]
8194,[0.00504982 0.35480967 0.64014047],[0. 1. 0.]
8195,[0.0037422  0.00872471 0.98753309],[0. 0. 1.]
8196,[0.00369497 0.02917198 0.96713299],[0. 0. 1.]
8197,[0.35823488 0.4373816  0.20438345],[0. 1. 0.]
8198,[0.01608665 0.13855092 0.84536242],[0. 1. 0.]
8199,[0.91137308 0.07608706 0.01253987],[1. 0. 0.]
8200,[0.01540968 0.2148498  0.76974046],[0. 1. 0.]
8201,[0.46574908 0.50939786 0.02485301],[1. 0. 0.]
8202,[0.91382837 0.07475913 0.0114125 ],[1. 0. 0.]
8203,[0.01085269 0.88254708 0.10660024],[0. 1. 0.]
8204,[0.88440287 0.10638789 0.00920921],[1. 0. 0.]
8205,[0.00355264 0.11372145 0.88272589],[0. 0. 1.]
8206,[0.07619783 0.18421385 0.73958838],[1. 0. 0.]
8207,[0.00187488 0.03558853 0.96253651],[0. 1. 0.]
8208,[0.64088368 0.33389288 0.02522347],[1. 0. 0.]
8209,[0.44840875 0.49039617 0.06119508],[0. 1. 0.]
8210,[0.89563054 0.09515011 0.00921938],[0. 0. 1.]
8211,[0.00193285 0.06024442 0.93782276],[0. 1. 0.]
8212,[0.00552734 0.89617574 0.09829701],[0. 1. 0.]
8213,[0.02464323 0.60487503 0.37048179],[0. 1. 0.]
8214,[0.42810035 0.50576872 0.0661309 ],[1. 0. 0.]
8215,[0.00349404 0.0131741  0.9833318 ],[0. 0. 1.]
8216,[0.01933889 0.37508202 0.60557908],[0. 1. 0.]
8217,[0.54936451 0.40123603 0.04939947],[0. 1. 0.]
8218,[0.86181968 0.11288772 0.02529256],[1. 0. 0.]
8219,[0.0066646  0.0907834  0.90255201],[0. 1. 0.]
8220,[0.89699429 0.09563012 0.00737564],[1. 0. 0.]
8221,[0.11545006 0.54572123 0.33882871],[1. 0. 0.]
8222,[0.66668069 0.27820835 0.05511101],[0. 0. 1.]
8223,[0.00610741 0.02127271 0.97261983],[0. 0. 1.]
8224,[0.87616545 0.11450838 0.00932615],[1. 0. 0.]
8225,[0.41856766 0.56482023 0.0166121 ],[0. 1. 0.]
8226,[0.00325412 0.01572778 0.98101807],[0. 0. 1.]
8227,[0.0095718  0.07425568 0.91617244],[1. 0. 0.]
8228,[0.71263337 0.25351354 0.03385305],[0. 1. 0.]
8229,[0.00326869 0.01455676 0.98217452],[0. 0. 1.]
8230,[0.93670893 0.05606781 0.0072232 ],[1. 0. 0.]
8231,[0.00250509 0.01217723 0.98531777],[0. 0. 1.]
8232,[0.02181993 0.49655816 0.48162192],[0. 1. 0.]
8233,[0.74243498 0.15111491 0.10645013],[0. 1. 0.]
8234,[0.10146241 0.77416486 0.12437274],[0. 1. 0.]
8235,[0.00408961 0.04810546 0.94780493],[0. 0. 1.]
8236,[0.01139154 0.12975991 0.85884851],[0. 0. 1.]
8237,[0.06449854 0.48295537 0.45254618],[0. 1. 0.]
8238,[0.0061263  0.02197251 0.97190124],[0. 0. 1.]
8239,[0.71694607 0.21857868 0.06447525],[1. 0. 0.]
8240,[0.00349653 0.19464657 0.80185688],[0. 1. 0.]
8241,[0.004117   0.66438323 0.33149976],[0. 1. 0.]
8242,[0.53967601 0.44028071 0.02004331],[0. 1. 0.]
8243,[0.87250745 0.11843386 0.00905863],[1. 0. 0.]
8244,[0.7206375  0.24825682 0.03110573],[1. 0. 0.]
8245,[0.93476373 0.05655044 0.00868586],[1. 0. 0.]
8246,[0.01756098 0.26368642 0.71875256],[0. 1. 0.]
8247,[0.00715046 0.12888494 0.86396456],[0. 1. 0.]
8248,[0.02007142 0.91501194 0.06491668],[0. 1. 0.]
8249,[0.00306103 0.01172746 0.98521149],[0. 0. 1.]
8250,[0.00506377 0.28040078 0.71453547],[0. 1. 0.]
8251,[0.01751508 0.0600412  0.92244369],[0. 0. 1.]
8252,[0.07253692 0.82044166 0.10702142],[0. 1. 0.]
8253,[0.29226321 0.50705296 0.20068383],[1. 0. 0.]
8254,[0.48904109 0.35112929 0.1598296 ],[1. 0. 0.]
8255,[0.00238469 0.0124941  0.98512113],[0. 0. 1.]
8256,[0.10156494 0.6271227  0.27131239],[0. 1. 0.]
8257,[0.91834003 0.07172905 0.009931  ],[1. 0. 0.]
8258,[0.0037107  0.081042   0.91524732],[0. 0. 1.]
8259,[0.03572516 0.51183683 0.45243806],[0. 1. 0.]
8260,[0.17310688 0.52169347 0.30519962],[0. 1. 0.]
8261,[0.00350067 0.02872392 0.96777546],[0. 0. 1.]
8262,[0.88307524 0.10677118 0.01015353],[1. 0. 0.]
8263,[0.17303391 0.77070808 0.05625802],[0. 1. 0.]
8264,[0.00660988 0.02952835 0.96386182],[0. 0. 1.]
8265,[0.76232797 0.22221376 0.0154583 ],[1. 0. 0.]
8266,[0.00500053 0.04950023 0.94549924],[0. 0. 1.]
8267,[0.04257808 0.83234704 0.12507491],[0. 1. 0.]
8268,[0.00215217 0.01262462 0.98522317],[0. 0. 1.]
8269,[0.0923794  0.88024944 0.02737119],[0. 1. 0.]
8270,[0.00698227 0.05222597 0.94079173],[0. 0. 1.]
8271,[0.04410518 0.46556634 0.49032846],[0. 1. 0.]
8272,[0.15202659 0.35554993 0.49242347],[1. 0. 0.]
8273,[0.00374687 0.03365805 0.96259511],[0. 0. 1.]
8274,[0.00365162 0.01035941 0.98598897],[0. 0. 1.]
8275,[0.00264771 0.01410622 0.98324609],[0. 0. 1.]
8276,[0.00243123 0.01407041 0.98349839],[0. 0. 1.]
8277,[0.00279143 0.02807085 0.96913773],[0. 0. 1.]
8278,[0.7267307  0.2426755  0.03059385],[1. 0. 0.]
8279,[0.89476454 0.0937124  0.01152305],[1. 0. 0.]
8280,[0.02659253 0.45038411 0.52302331],[0. 1. 0.]
8281,[0.00331233 0.07469478 0.92199284],[0. 0. 1.]
8282,[0.95214349 0.04191214 0.00594436],[1. 0. 0.]
8283,[0.0029367  0.034767   0.96229625],[0. 0. 1.]
8284,[0.02884452 0.21849558 0.75265992],[1. 0. 0.]
8285,[0.62491506 0.35900334 0.01608159],[1. 0. 0.]
8286,[0.09676213 0.81689322 0.0863447 ],[0. 1. 0.]
8287,[0.26632881 0.65118259 0.08248863],[0. 1. 0.]
8288,[0.92459589 0.06899798 0.00640615],[1. 0. 0.]
8289,[0.00194353 0.11147321 0.88658327],[0. 1. 0.]
8290,[0.18785174 0.59014839 0.22199988],[0. 1. 0.]
8291,[0.00440907 0.06421124 0.93137968],[0. 1. 0.]
8292,[0.01012689 0.48766059 0.50221252],[0. 1. 0.]
8293,[0.00248676 0.00913353 0.98837972],[0. 0. 1.]
8294,[0.01815229 0.61452842 0.36731932],[0. 0. 1.]
8295,[0.35400429 0.53323048 0.11276521],[0. 1. 0.]
8296,[0.31840217 0.61063766 0.07096019],[0. 1. 0.]
8297,[0.90401614 0.08643538 0.00954847],[1. 0. 0.]
8298,[0.92635679 0.0643347  0.0093085 ],[1. 0. 0.]
8299,[0.00777759 0.23196551 0.76025695],[0. 1. 0.]
8300,[0.47883606 0.48075387 0.04041003],[1. 0. 0.]
8301,[0.10440926 0.78812563 0.10746509],[0. 1. 0.]
8302,[0.00749238 0.06649082 0.92601675],[0. 0. 1.]
8303,[0.02619788 0.0552734  0.91852874],[0. 0. 1.]
8304,[0.83076978 0.14290193 0.02632831],[1. 0. 0.]
8305,[0.83137262 0.14817475 0.02045263],[1. 0. 0.]
8306,[0.01070504 0.83297825 0.15631676],[0. 1. 0.]
8307,[0.00470922 0.15755546 0.8377353 ],[0. 1. 0.]
8308,[0.00169347 0.01797259 0.98033398],[0. 0. 1.]
8309,[0.8189196  0.16146818 0.01961224],[0. 1. 0.]
8310,[0.00773018 0.01653928 0.97573054],[0. 1. 0.]
8311,[0.66972053 0.29117459 0.03910488],[1. 0. 0.]
8312,[0.00344727 0.29581347 0.70073926],[0. 1. 0.]
8313,[0.07484538 0.83967167 0.08548297],[0. 1. 0.]
8314,[0.00404983 0.03857187 0.95737827],[0. 0. 1.]
8315,[0.00650872 0.03396216 0.95952916],[0. 0. 1.]
8316,[0.94860083 0.04395591 0.00744332],[1. 0. 0.]
8317,[0.01517124 0.17164712 0.81318164],[0. 0. 1.]
8318,[0.0109745  0.06702785 0.92199773],[0. 0. 1.]
8319,[0.73753929 0.19658549 0.06587517],[0. 1. 0.]
8320,[0.00777718 0.03230024 0.95992261],[0. 0. 1.]
8321,[0.20815812 0.68253469 0.10930714],[0. 0. 1.]
8322,[0.89106518 0.09721473 0.01172002],[0. 0. 1.]
8323,[0.00286754 0.06990174 0.92723072],[0. 1. 0.]
8324,[0.0240792  0.64504623 0.33087462],[0. 1. 0.]
8325,[0.00165375 0.01116419 0.98718202],[0. 0. 1.]
8326,[0.94454843 0.05122615 0.00422547],[1. 0. 0.]
8327,[0.79771209 0.16268992 0.03959796],[1. 0. 0.]
8328,[0.46837968 0.46264175 0.06897857],[1. 0. 0.]
8329,[0.00804598 0.04635967 0.94559437],[0. 1. 0.]
8330,[0.33062723 0.47085291 0.19851986],[1. 0. 0.]
8331,[0.15833415 0.615242   0.22642389],[1. 0. 0.]
8332,[0.01007149 0.0219952  0.96793336],[0. 0. 1.]
8333,[0.06234058 0.51771557 0.41994384],[0. 1. 0.]
8334,[0.91169989 0.07757776 0.01072237],[1. 0. 0.]
8335,[0.00911112 0.23187998 0.75900888],[0. 1. 0.]
8336,[0.65704936 0.32826063 0.01468998],[0. 1. 0.]
8337,[0.19664565 0.75256711 0.05078722],[0. 1. 0.]
8338,[0.31867877 0.55947757 0.12184368],[0. 1. 0.]
8339,[0.82786369 0.13807113 0.03406523],[1. 0. 0.]
8340,[0.11142857 0.85019958 0.03837183],[0. 1. 0.]
8341,[0.06722257 0.88946891 0.04330857],[1. 0. 0.]
8342,[0.00358775 0.07054406 0.92586815],[0. 0. 1.]
8343,[0.70955628 0.24746473 0.04297889],[1. 0. 0.]
8344,[0.21615784 0.48484108 0.2990011 ],[0. 1. 0.]
8345,[0.07359082 0.69565874 0.23075035],[0. 0. 1.]
8346,[0.45344356 0.4194876  0.12706889],[1. 0. 0.]
8347,[0.0012736  0.02894295 0.96978343],[0. 0. 1.]
8348,[0.55942154 0.26881969 0.17175874],[0. 1. 0.]
8349,[0.00986795 0.1043774  0.88575459],[0. 1. 0.]
8350,[0.00207935 0.01861682 0.97930384],[0. 0. 1.]
8351,[0.87411165 0.11114229 0.01474604],[1. 0. 0.]
8352,[0.00195389 0.00851991 0.98952615],[0. 0. 1.]
8353,[0.00274067 0.01318709 0.98407227],[0. 0. 1.]
8354,[0.00998255 0.1103752  0.87964225],[0. 0. 1.]
8355,[0.61200577 0.23279457 0.15519968],[0. 1. 0.]
8356,[0.05878667 0.48191658 0.45929673],[0. 1. 0.]
8357,[0.95300192 0.04128624 0.00571184],[1. 0. 0.]
8358,[0.47032312 0.46369827 0.06597859],[0. 1. 0.]
8359,[0.02003924 0.53372473 0.44623604],[0. 1. 0.]
8360,[0.92825848 0.06504556 0.00669598],[1. 0. 0.]
8361,[0.01104557 0.72677583 0.2621786 ],[0. 1. 0.]
8362,[0.90023178 0.08811038 0.01165783],[1. 0. 0.]
8363,[0.41324332 0.54479152 0.0419651 ],[1. 0. 0.]
8364,[0.00794295 0.13072251 0.86133456],[0. 0. 1.]
8365,[0.07815477 0.21874797 0.70309722],[1. 0. 0.]
8366,[0.8775273  0.10976398 0.01270876],[1. 0. 0.]
8367,[0.16143699 0.72547507 0.11308802],[0. 0. 1.]
8368,[0.81268138 0.17788731 0.00943128],[1. 0. 0.]
8369,[0.37005383 0.22815034 0.40179583],[0. 0. 1.]
8370,[0.00522639 0.05325213 0.94152147],[0. 0. 1.]
8371,[0.32700181 0.59590346 0.07709471],[1. 0. 0.]
8372,[0.12651733 0.33227205 0.54121065],[0. 1. 0.]
8373,[0.00464545 0.01646291 0.97889161],[0. 0. 1.]
8374,[0.03431968 0.92888671 0.03679356],[0. 1. 0.]
8375,[0.007508   0.05742427 0.93506777],[0. 0. 1.]
8376,[0.00578145 0.59009862 0.40411991],[0. 1. 0.]
8377,[0.65906549 0.3236672  0.01726735],[0. 1. 0.]
8378,[0.93193597 0.0579365  0.01012756],[1. 0. 0.]
8379,[0.13795879 0.74908775 0.11295348],[0. 1. 0.]
8380,[0.93573815 0.06042319 0.00383862],[1. 0. 0.]
8381,[0.00500449 0.25771138 0.73728412],[0. 1. 0.]
8382,[0.92603779 0.06868114 0.0052811 ],[1. 0. 0.]
8383,[0.12356882 0.18946226 0.68696892],[0. 1. 0.]
8384,[0.06629976 0.66197646 0.27172378],[1. 0. 0.]
8385,[0.76193243 0.21039352 0.02767413],[1. 0. 0.]
8386,[0.01104986 0.4707464  0.51820368],[0. 1. 0.]
8387,[0.00226075 0.00535959 0.99237967],[0. 0. 1.]
8388,[0.41240117 0.42750573 0.16009316],[1. 0. 0.]
8389,[0.84711814 0.14240812 0.01047366],[0. 1. 0.]
8390,[0.01943468 0.05090917 0.92965615],[0. 1. 0.]
8391,[0.12039042 0.83109605 0.04851352],[0. 1. 0.]
8392,[0.00908446 0.85308999 0.13782553],[0. 1. 0.]
8393,[0.01443071 0.94188291 0.04368642],[0. 1. 0.]
8394,[0.06908632 0.73157769 0.19933592],[0. 1. 0.]
8395,[0.0052486  0.01977188 0.97497952],[0. 1. 0.]
8396,[0.00317264 0.07979997 0.91702741],[0. 0. 1.]
8397,[0.90055436 0.08500475 0.01444094],[0. 1. 0.]
8398,[0.00391905 0.01535711 0.98072386],[0. 0. 1.]
8399,[0.00988927 0.07199366 0.91811705],[0. 1. 0.]
8400,[0.56669837 0.25835001 0.17495169],[1. 0. 0.]
8401,[0.00966818 0.06364106 0.92669082],[0. 0. 1.]
8402,[0.1105959  0.82864136 0.06076273],[1. 0. 0.]
8403,[0.92172629 0.07091679 0.00735688],[1. 0. 0.]
8404,[0.1043953  0.84147394 0.05413076],[0. 1. 0.]
8405,[0.60631371 0.31399363 0.07969265],[0. 1. 0.]
8406,[0.20848447 0.69574243 0.09577308],[1. 0. 0.]
8407,[0.93365729 0.05908027 0.00726243],[1. 0. 0.]
8408,[0.90508467 0.08170923 0.01320609],[1. 0. 0.]
8409,[0.44358259 0.53541261 0.02100478],[0. 1. 0.]
8410,[0.06495982 0.37154603 0.56349415],[0. 0. 1.]
8411,[0.0055509  0.53324026 0.46120885],[0. 1. 0.]
8412,[0.2192768  0.47288355 0.30783966],[0. 1. 0.]
8413,[0.86644548 0.1211903  0.01236419],[1. 0. 0.]
8414,[0.0771343  0.26227504 0.66059065],[0. 0. 1.]
8415,[0.91117877 0.07631908 0.01250221],[1. 0. 0.]
8416,[0.00243208 0.0179375  0.97963047],[0. 0. 1.]
8417,[0.09962063 0.73977667 0.16060273],[0. 1. 0.]
8418,[0.66244006 0.30915481 0.02840519],[1. 0. 0.]
8419,[0.56142151 0.22374339 0.21483511],[1. 0. 0.]
8420,[0.011869   0.3271127  0.66101825],[0. 0. 1.]
8421,[0.00756276 0.42166892 0.57076836],[0. 1. 0.]
8422,[0.01332237 0.22056365 0.766114  ],[0. 0. 1.]
8423,[0.90786397 0.08132349 0.01081247],[1. 0. 0.]
8424,[0.89641559 0.09468686 0.00889758],[1. 0. 0.]
8425,[0.00261597 0.03792109 0.95946288],[0. 0. 1.]
8426,[0.00314342 0.0160889  0.98076767],[0. 0. 1.]
8427,[0.01411926 0.15934972 0.82653105],[1. 0. 0.]
8428,[0.89111638 0.10057719 0.00830643],[1. 0. 0.]
8429,[0.74324572 0.20194021 0.05481406],[1. 0. 0.]
8430,[0.00226499 0.10236712 0.89536792],[0. 1. 0.]
8431,[0.22241844 0.70645082 0.07113077],[0. 1. 0.]
8432,[0.59187144 0.39209735 0.01603123],[1. 0. 0.]
8433,[0.01922117 0.21569505 0.76508379],[0. 1. 0.]
8434,[0.61754739 0.30634624 0.07610639],[1. 0. 0.]
8435,[0.78512418 0.19287662 0.02199922],[0. 0. 1.]
8436,[0.02718225 0.8961609  0.07665694],[0. 1. 0.]
8437,[0.11256383 0.84604383 0.04139233],[0. 1. 0.]
8438,[0.92334127 0.0601201  0.01653859],[1. 0. 0.]
8439,[0.23994678 0.64066052 0.11939263],[1. 0. 0.]
8440,[0.04928323 0.19754906 0.75316769],[0. 1. 0.]
8441,[0.0399295  0.22687672 0.73319381],[0. 1. 0.]
8442,[0.14380722 0.48972374 0.36646903],[0. 1. 0.]
8443,[0.60717064 0.28028086 0.11254849],[0. 1. 0.]
8444,[0.00372501 0.02368716 0.97258782],[0. 0. 1.]
8445,[0.8977598  0.08712699 0.0151132 ],[1. 0. 0.]
8446,[0.00223737 0.02342558 0.97433698],[0. 0. 1.]
8447,[0.83938724 0.14742512 0.01318766],[0. 1. 0.]
8448,[0.44762895 0.50083053 0.05154051],[0. 1. 0.]
8449,[0.00460245 0.01275341 0.98264414],[0. 0. 1.]
8450,[0.00232534 0.02234886 0.97532576],[0. 0. 1.]
8451,[0.8669576  0.10760873 0.02543363],[1. 0. 0.]
8452,[0.01358591 0.38107902 0.60533506],[0. 1. 0.]
8453,[0.67542922 0.28557166 0.03899907],[1. 0. 0.]
8454,[0.17688464 0.72475201 0.09836338],[0. 0. 1.]
8455,[0.84317756 0.14699888 0.00982357],[1. 0. 0.]
8456,[0.00418586 0.47452733 0.52128679],[0. 1. 0.]
8457,[0.10524876 0.80414611 0.09060512],[0. 1. 0.]
8458,[0.54004532 0.22310807 0.23684667],[0. 1. 0.]
8459,[0.00275247 0.00982468 0.98742282],[0. 0. 1.]
8460,[0.19954166 0.55079222 0.24966609],[0. 0. 1.]
8461,[0.92405242 0.07018839 0.00575917],[1. 0. 0.]
8462,[0.03615011 0.15443149 0.80941838],[1. 0. 0.]
8463,[0.82028288 0.16908069 0.01063645],[1. 0. 0.]
8464,[0.00618651 0.05994709 0.93386638],[0. 0. 1.]
8465,[0.05292334 0.2580646  0.68901211],[0. 1. 0.]
8466,[0.10452224 0.18105839 0.71441936],[0. 1. 0.]
8467,[0.0029175  0.16007149 0.83701098],[0. 0. 1.]
8468,[0.46597847 0.48645544 0.04756605],[1. 0. 0.]
8469,[0.13981919 0.78407741 0.07610337],[0. 1. 0.]
8470,[0.91764623 0.07669728 0.0056564 ],[1. 0. 0.]
8471,[0.93362898 0.06093571 0.00543532],[0. 1. 0.]
8472,[0.13617486 0.82455671 0.03926841],[0. 1. 0.]
8473,[0.82834387 0.15791225 0.0137438 ],[0. 1. 0.]
8474,[0.18329184 0.7158764  0.10083177],[0. 1. 0.]
8475,[0.07202934 0.86360025 0.06437041],[0. 1. 0.]
8476,[0.03852828 0.63250619 0.32896551],[0. 0. 1.]
8477,[0.25231349 0.67249209 0.07519441],[0. 1. 0.]
8478,[0.05521987 0.31369403 0.63108605],[1. 0. 0.]
8479,[0.02754452 0.08871333 0.88374215],[0. 0. 1.]
8480,[0.00448431 0.28466663 0.71084911],[0. 0. 1.]
8481,[0.09691926 0.75683814 0.1462426 ],[1. 0. 0.]
8482,[0.07538412 0.57780313 0.34681278],[0. 1. 0.]
8483,[0.78578901 0.19227289 0.02193811],[1. 0. 0.]
8484,[0.01443765 0.09085602 0.89470631],[0. 0. 1.]
8485,[0.82308209 0.14352565 0.03339226],[1. 0. 0.]
8486,[0.72372156 0.26096269 0.01531574],[1. 0. 0.]
8487,[0.03729018 0.84501308 0.11769675],[0. 1. 0.]
8488,[0.26240727 0.61314762 0.12444513],[0. 1. 0.]
8489,[0.77753842 0.21371101 0.00875061],[1. 0. 0.]
8490,[0.00255622 0.05975647 0.93768734],[0. 1. 0.]
8491,[0.02379516 0.33945915 0.63674563],[0. 0. 1.]
8492,[0.39763811 0.41743377 0.18492813],[0. 0. 1.]
8493,[0.70579964 0.25699517 0.03720517],[1. 0. 0.]
8494,[0.0083086  0.71766597 0.27402547],[0. 1. 0.]
8495,[0.76993436 0.19601896 0.03404662],[0. 0. 1.]
8496,[0.06461803 0.86545682 0.06992519],[0. 1. 0.]
8497,[0.01242592 0.11434154 0.87323254],[0. 0. 1.]
8498,[0.00372824 0.65918732 0.3370845 ],[0. 1. 0.]
8499,[0.19194262 0.3653599  0.44269744],[0. 0. 1.]
8500,[0.00606207 0.03488273 0.95905513],[0. 0. 1.]
8501,[0.04907705 0.09819011 0.85273278],[0. 0. 1.]
8502,[0.91341096 0.07847115 0.00811781],[1. 0. 0.]
8503,[0.00921455 0.08242137 0.90836412],[0. 0. 1.]
8504,[0.90031785 0.08990546 0.00977662],[0. 1. 0.]
8505,[0.10495402 0.3000643  0.59498161],[0. 0. 1.]
8506,[0.01902754 0.66532314 0.31564933],[0. 1. 0.]
8507,[0.06077239 0.58304763 0.35617998],[0. 1. 0.]
